"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","numberMissed","duration","condition","order","trial_num","key_press","ground_truth","bonus"
"html-keyboard-response","136","1120049","0.0-5.0-2.0-1.6","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","13","","",""
"revaluation","137","1126053","0.0-5.0-2.0-0.7","spark_pilot_2","7515","7","23","Male","","","false","","","","","[860.9999999997672,404]","./assets/img/canyon/memory/31.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","14","","",""
"html-keyboard-response","138","1126555","0.0-5.0-2.0-1.7","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","15","","",""
"revaluation","139","1132561","0.0-5.0-2.0-0.8","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1483,803]","./assets/img/canyon/memory/17.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","16","","",""
"html-keyboard-response","140","1133062","0.0-5.0-2.0-1.8","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","17","","",""
"revaluation","141","1139067","0.0-5.0-2.0-0.9","spark_pilot_2","7515","7","23","Male","","","false","","","","","[759,695]","./assets/img/canyon/memory/41.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","18","","",""
"html-keyboard-response","142","1139569","0.0-5.0-2.0-1.9","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","19","","",""
"revaluation","143","1145573","0.0-5.0-2.0-0.10","spark_pilot_2","7515","7","23","Male","","","false","","","","","[875,539]","./assets/img/canyon/memory/39.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","20","","",""
"html-keyboard-response","144","1146074","0.0-5.0-2.0-1.10","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","21","","",""
"revaluation","145","1152078","0.0-5.0-2.0-0.11","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1547,554]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","22","","",""
"html-keyboard-response","146","1152578","0.0-5.0-2.0-1.11","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","23","","",""
"revaluation","147","1158583","0.0-5.0-2.0-0.12","spark_pilot_2","7515","7","23","Male","","","false","","","","","[746,713]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","24","","",""
"html-keyboard-response","148","1159084","0.0-5.0-2.0-1.12","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","25","","",""
"revaluation","149","1163087","0.0-5.0-2.0-0.13","spark_pilot_2","7515","7","23","Male","","","false","","","","","[873]","./assets/img/canyon/catch/4.jpg","[""ArrowUp""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp","true","","","original","1","26","","",""
"html-keyboard-response","150","1163589","0.0-5.0-2.0-1.13","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","27","","",""
"revaluation","151","1169592","0.0-5.0-2.0-0.14","spark_pilot_2","7515","7","23","Male","","","false","","","","","[800,798]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","28","","",""
"html-keyboard-response","152","1170094","0.0-5.0-2.0-1.14","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","29","","",""
"revaluation","153","1176099","0.0-5.0-2.0-0.15","spark_pilot_2","7515","7","23","Male","","","false","","","","","[734,789.9999999997672]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","30","","",""
"html-keyboard-response","154","1176600","0.0-5.0-2.0-1.15","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","31","","",""
"revaluation","155","1182603","0.0-5.0-2.0-0.16","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1875,724]","./assets/img/canyon/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","32","","",""
"html-keyboard-response","156","1183105","0.0-5.0-2.0-1.16","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","33","","",""
"revaluation","157","1189110","0.0-5.0-2.0-0.17","spark_pilot_2","7515","7","23","Male","","","false","","","","","[722,578]","./assets/img/canyon/memory/16.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","34","","",""
"html-keyboard-response","158","1189611","0.0-5.0-2.0-1.17","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","35","","",""
"revaluation","159","1195616","0.0-5.0-2.0-0.18","spark_pilot_2","7515","7","23","Male","","","false","","","","","[647,536]","./assets/img/canyon/memory/23.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","36","","",""
"html-keyboard-response","160","1196116","0.0-5.0-2.0-1.18","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","37","","",""
"revaluation","161","1200120","0.0-5.0-2.0-0.19","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1062]","./assets/img/canyon/catch/0.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","original","1","38","","",""
"html-keyboard-response","162","1200621","0.0-5.0-2.0-1.19","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","39","","",""
"revaluation","163","1206625","0.0-5.0-2.0-0.20","spark_pilot_2","7515","7","23","Male","","","false","","","","","[894,661]","./assets/img/canyon/memory/17.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","40","","",""
"html-keyboard-response","164","1207127","0.0-5.0-2.0-1.20","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","41","","",""
"revaluation","165","1213130","0.0-5.0-2.0-0.21","spark_pilot_2","7515","7","23","Male","","","false","","","","","[684,563]","./assets/img/canyon/memory/1.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","42","","",""
"html-keyboard-response","166","1213631","0.0-5.0-2.0-1.21","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","43","","",""
"revaluation","167","1219635","0.0-5.0-2.0-0.22","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1658.9999999997672,881.9999999997672]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","44","","",""
"html-keyboard-response","168","1220136","0.0-5.0-2.0-1.22","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"revaluation","169","1226141","0.0-5.0-2.0-0.23","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1073,1785]","./assets/img/canyon/memory/7.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","46","","",""
"html-keyboard-response","170","1226642","0.0-5.0-2.0-1.23","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"revaluation","171","1232647","0.0-5.0-2.0-0.24","spark_pilot_2","7515","7","23","Male","","","false","","","","","[998,566]","./assets/img/canyon/memory/41.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","48","","",""
"html-keyboard-response","172","1233149","0.0-5.0-2.0-1.24","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"revaluation","173","1239153","0.0-5.0-2.0-0.25","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1532,868]","./assets/img/canyon/memory/6.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","50","","",""
"html-keyboard-response","174","1239654","0.0-5.0-2.0-1.25","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"revaluation","175","1245657","0.0-5.0-2.0-0.26","spark_pilot_2","7515","7","23","Male","","","false","","","","","[795,387]","./assets/img/canyon/memory/9.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","52","","",""
"html-keyboard-response","176","1246159","0.0-5.0-2.0-1.26","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"revaluation","177","1252164","0.0-5.0-2.0-0.27","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1025.9999999997672,664.9999999997672]","./assets/img/canyon/memory/34.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","54","","",""
"html-keyboard-response","178","1252665","0.0-5.0-2.0-1.27","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"revaluation","179","1258668","0.0-5.0-2.0-0.28","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1072,703]","./assets/img/canyon/memory/16.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","56","","",""
"html-keyboard-response","180","1259169","0.0-5.0-2.0-1.28","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"revaluation","181","1265174","0.0-5.0-2.0-0.29","spark_pilot_2","7515","7","23","Male","","","false","","","","","[702,1383.0000000002328]","./assets/img/canyon/memory/1.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","58","","",""
"html-keyboard-response","182","1265676","0.0-5.0-2.0-1.29","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"revaluation","183","1271680","0.0-5.0-2.0-0.30","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1203.0000000002328,1067]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","60","","",""
"html-keyboard-response","184","1272180","0.0-5.0-2.0-1.30","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"revaluation","185","1276184","0.0-5.0-2.0-0.31","spark_pilot_2","7515","7","23","Male","","","false","","","","","[723]","./assets/img/canyon/catch/2.jpg","[""ArrowUp""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp","true","","","original","1","62","","",""
"html-keyboard-response","186","1276685","0.0-5.0-2.0-1.31","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"revaluation","187","1282687","0.0-5.0-2.0-0.32","spark_pilot_2","7515","7","23","Male","","","false","","","","","[819.0000000002328,562]","./assets/img/canyon/memory/24.jpg","[""ArrowDown"",""ArrowLeft""]","value training","canyon","8","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown,ArrowLeft","false","","","original","1","64","","",""
"html-keyboard-response","188","1283189","0.0-5.0-2.0-1.32","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"revaluation","189","1289194","0.0-5.0-2.0-0.33","spark_pilot_2","7515","7","23","Male","","","false","","","","","[730,578]","./assets/img/canyon/memory/24.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","66","","",""
"html-keyboard-response","190","1289696","0.0-5.0-2.0-1.33","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"revaluation","191","1295700","0.0-5.0-2.0-0.34","spark_pilot_2","7515","7","23","Male","","","false","","","","","[567,399.99999999976717]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","68","","",""
"html-keyboard-response","192","1296200","0.0-5.0-2.0-1.34","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"revaluation","193","1302204","0.0-5.0-2.0-0.35","spark_pilot_2","7515","7","23","Male","","","false","","","","","[654,606]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","70","","",""
"html-keyboard-response","194","1302706","0.0-5.0-2.0-1.35","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"revaluation","195","1308710","0.0-5.0-2.0-0.36","spark_pilot_2","7515","7","23","Male","","","false","","","","","[853,763]","./assets/img/canyon/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","72","","",""
"html-keyboard-response","196","1309212","0.0-5.0-2.0-1.36","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"revaluation","197","1315216","0.0-5.0-2.0-0.37","spark_pilot_2","7515","7","23","Male","","","false","","","","","[659,608.9999999997672]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","74","","",""
"html-keyboard-response","198","1315717","0.0-5.0-2.0-1.37","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","75","","",""
"revaluation","199","1321721","0.0-5.0-2.0-0.38","spark_pilot_2","7515","7","23","Male","","","true","","","","","[641]","./assets/img/canyon/memory/6.jpg","[""ArrowDown""]","value training","canyon","-5","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","false","","","original","1","76","","",""
"html-keyboard-response","200","1322222","0.0-5.0-2.0-1.38","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","77","","",""
"revaluation","201","1326227","0.0-5.0-2.0-0.39","spark_pilot_2","7515","7","23","Male","","","false","","","","","[567]","./assets/img/canyon/catch/5.jpg","[""ArrowDown""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","original","1","78","","",""
"html-keyboard-response","202","1326729","0.0-5.0-2.0-1.39","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","79","","",""
"revaluation","203","1332732","0.0-5.0-2.0-0.40","spark_pilot_2","7515","7","23","Male","","","false","","","","","[805,675]","./assets/img/canyon/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","original","1","80","","",""
"html-keyboard-response","204","1333233","0.0-5.0-2.0-1.40","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","81","","",""
"revaluation","205","1339237","0.0-5.0-2.0-0.41","spark_pilot_2","7515","7","23","Male","","","false","","","","","[636,435]","./assets/img/canyon/memory/23.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","82","","",""
"html-keyboard-response","206","1339738","0.0-5.0-2.0-1.41","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","83","","",""
"revaluation","207","1345743","0.0-5.0-2.0-0.42","spark_pilot_2","7515","7","23","Male","","","false","","","","","[458,666.0000000002328]","./assets/img/canyon/memory/39.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","84","","",""
"html-keyboard-response","208","1346244","0.0-5.0-2.0-1.42","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","85","","",""
"revaluation","209","1352249","0.0-5.0-2.0-0.43","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1817,832]","./assets/img/canyon/memory/34.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","86","","",""
"html-keyboard-response","210","1352751","0.0-5.0-2.0-1.43","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","87","","",""
"revaluation","211","1358754","0.0-5.0-2.0-0.44","spark_pilot_2","7515","7","23","Male","","","false","","","","","[501.99999999976717,477]","./assets/img/canyon/memory/4.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","original","1","88","","",""
"html-keyboard-response","212","1359255","0.0-5.0-2.0-1.44","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","89","","",""
"revaluation","213","1365259","0.0-5.0-2.0-0.45","spark_pilot_2","7515","7","23","Male","","","false","","","","","[693,972]","./assets/img/canyon/memory/31.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","90","","",""
"html-keyboard-response","214","1365760","0.0-5.0-2.0-1.45","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","91","","",""
"revaluation","215","1371764","0.0-5.0-2.0-0.46","spark_pilot_2","7515","7","23","Male","","","false","","","","","[707,1171]","./assets/img/canyon/memory/9.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","92","","",""
"html-keyboard-response","216","1372265","0.0-5.0-2.0-1.46","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","93","","",""
"revaluation","217","1376268","0.0-5.0-2.0-0.47","spark_pilot_2","7515","7","23","Male","","","false","","","","","[1138.0000000002328]","./assets/img/canyon/catch/7.jpg","[""ArrowDown""]","value training","canyon","-10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowDown","true","","","original","1","94","","",""
"html-keyboard-response","218","1376769","0.0-5.0-2.0-1.47","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","95","","",""
"revaluation","219","1382774","0.0-5.0-2.0-0.48","spark_pilot_2","7515","7","23","Male","","","false","","","","","[610,882]","./assets/img/canyon/memory/38.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","96","","",""
"html-keyboard-response","220","1383276","0.0-5.0-2.0-1.48","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","97","","",""
"revaluation","221","1389278","0.0-5.0-2.0-0.49","spark_pilot_2","7515","7","23","Male","","","false","","","","","[688,672]","./assets/img/canyon/memory/35.jpg","[""ArrowUp"",""ArrowLeft""]","value training","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowLeft","false","","","original","1","98","","",""
"html-keyboard-response","222","1389780","0.0-5.0-2.0-1.49","spark_pilot_2","7515","7","23","Male","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","99","","",""
