"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","value","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"revaluation","174","841125","0.0-5.0-2.0-0.22","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[597,350]","./assets/img/canyon/memory/15.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","44","original","1",""
"html-keyboard-response","175","841626","0.0-5.0-2.0-1.22","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","45","","",""
"revaluation","176","845647","0.0-5.0-2.0-0.23","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[529]","./assets/img/canyon/catch/6.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","46","original","1",""
"html-keyboard-response","177","846148","0.0-5.0-2.0-1.23","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","47","","",""
"revaluation","178","852171","0.0-5.0-2.0-0.24","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[396,356]","./assets/img/canyon/memory/3.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","48","original","1",""
"html-keyboard-response","179","852672","0.0-5.0-2.0-1.24","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"revaluation","180","858697","0.0-5.0-2.0-0.25","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[731,375]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","50","original","1",""
"html-keyboard-response","181","859199","0.0-5.0-2.0-1.25","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"revaluation","182","863222","0.0-5.0-2.0-0.26","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[504]","./assets/img/canyon/catch/5.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","52","original","1",""
"html-keyboard-response","183","863724","0.0-5.0-2.0-1.26","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"revaluation","184","869747","0.0-5.0-2.0-0.27","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[822,306]","./assets/img/canyon/memory/33.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","54","original","1",""
"html-keyboard-response","185","870248","0.0-5.0-2.0-1.27","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"revaluation","186","876269","0.0-5.0-2.0-0.28","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[530,328]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","56","original","1",""
"html-keyboard-response","187","876771","0.0-5.0-2.0-1.28","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"revaluation","188","882796","0.0-5.0-2.0-0.29","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[577,374]","./assets/img/canyon/memory/32.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","58","original","1",""
"html-keyboard-response","189","883298","0.0-5.0-2.0-1.29","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"revaluation","190","887320","0.0-5.0-2.0-0.30","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[776]","./assets/img/canyon/catch/0.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","60","original","1",""
"html-keyboard-response","191","887821","0.0-5.0-2.0-1.30","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"revaluation","192","893844","0.0-5.0-2.0-0.31","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[596,304]","./assets/img/canyon/memory/25.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","62","original","1",""
"html-keyboard-response","193","894345","0.0-5.0-2.0-1.31","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"revaluation","194","900367","0.0-5.0-2.0-0.32","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[776.9999999998836,420.9999999998836]","./assets/img/canyon/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","64","original","1",""
"html-keyboard-response","195","900868","0.0-5.0-2.0-1.32","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"revaluation","196","906889","0.0-5.0-2.0-0.33","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[923,426]","./assets/img/canyon/memory/22.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","66","original","1",""
"html-keyboard-response","197","907391","0.0-5.0-2.0-1.33","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"revaluation","198","913414","0.0-5.0-2.0-0.34","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[644,329.9999999998836]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","68","original","1",""
"html-keyboard-response","199","913915","0.0-5.0-2.0-1.34","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"revaluation","200","919936","0.0-5.0-2.0-0.35","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[536,314]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","70","original","1",""
"html-keyboard-response","201","920438","0.0-5.0-2.0-1.35","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"revaluation","202","924460","0.0-5.0-2.0-0.36","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[581]","./assets/img/canyon/catch/3.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","72","original","1",""
"html-keyboard-response","203","924961","0.0-5.0-2.0-1.36","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"revaluation","204","930982","0.0-5.0-2.0-0.37","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[650.9999999998836,359.9999999998836]","./assets/img/canyon/memory/24.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","74","original","1",""
"html-keyboard-response","205","931483","0.0-5.0-2.0-1.37","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","75","","",""
"revaluation","206","937507","0.0-5.0-2.0-0.38","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[517.9999999998836,290.9999999998836]","./assets/img/canyon/memory/40.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","76","original","1",""
"html-keyboard-response","207","938009","0.0-5.0-2.0-1.38","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","77","","",""
"revaluation","208","944033","0.0-5.0-2.0-0.39","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[648,312]","./assets/img/canyon/memory/36.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","78","original","1",""
"html-keyboard-response","209","944534","0.0-5.0-2.0-1.39","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","79","","",""
"revaluation","210","950556","0.0-5.0-2.0-0.40","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[589,360.0000000001164]","./assets/img/canyon/memory/37.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","80","original","1",""
"html-keyboard-response","211","951057","0.0-5.0-2.0-1.40","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","81","","",""
"revaluation","212","955080","0.0-5.0-2.0-0.41","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[718]","./assets/img/canyon/catch/2.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","82","original","1",""
"html-keyboard-response","213","955581","0.0-5.0-2.0-1.41","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","83","","",""
"revaluation","214","961605","0.0-5.0-2.0-0.42","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[718,493]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","84","original","1",""
"html-keyboard-response","215","962107","0.0-5.0-2.0-1.42","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","85","","",""
"revaluation","216","968133","0.0-5.0-2.0-0.43","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[714.9999999998836,381]","./assets/img/canyon/memory/41.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","86","original","1",""
"html-keyboard-response","217","968634","0.0-5.0-2.0-1.43","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","87","","",""
"revaluation","218","974656","0.0-5.0-2.0-0.44","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[718.0000000001164,357.9999999998836]","./assets/img/canyon/memory/24.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","88","original","1",""
"html-keyboard-response","219","975159","0.0-5.0-2.0-1.44","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","89","","",""
"revaluation","220","981182","0.0-5.0-2.0-0.45","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[693,311]","./assets/img/canyon/memory/38.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","90","original","1",""
"html-keyboard-response","221","981683","0.0-5.0-2.0-1.45","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","91","","",""
"revaluation","222","987708","0.0-5.0-2.0-0.46","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[650,405]","./assets/img/canyon/memory/18.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","92","original","1",""
"html-keyboard-response","223","988210","0.0-5.0-2.0-1.46","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","93","","",""
"revaluation","224","992230","0.0-5.0-2.0-0.47","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[739.0000000001164]","./assets/img/canyon/catch/4.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","94","original","1",""
"html-keyboard-response","225","992731","0.0-5.0-2.0-1.47","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","95","","",""
"revaluation","226","998754","0.0-5.0-2.0-0.48","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[561,451]","./assets/img/canyon/memory/16.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","96","original","1",""
"html-keyboard-response","227","999256","0.0-5.0-2.0-1.48","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","97","","",""
"revaluation","228","1005278","0.0-5.0-2.0-0.49","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1101,428]","./assets/img/canyon/memory/35.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","98","original","1",""
"html-keyboard-response","229","1005781","0.0-5.0-2.0-1.49","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","99","","",""
"learning-instructions","230","1020299","0.0-5.0-3.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","1637","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","231","1032740","0.0-5.0-3.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","821.0000000001164","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","232","1036759","0.0-5.0-4.0-0.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[849.0000000002328]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","11_4","","","","0","original","1",""
"html-keyboard-response","233","1037261","0.0-5.0-4.0-1.0","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","234","1041282","0.0-5.0-4.0-0.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[827]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","10_3","","","","1","original","1",""
"html-keyboard-response","235","1041784","0.0-5.0-4.0-1.1","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","236","1045806","0.0-5.0-4.0-0.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[872]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","9_2","","","","2","original","1",""
"html-keyboard-response","237","1046307","0.0-5.0-4.0-1.2","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","238","1050327","0.0-5.0-4.0-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[694.0000000001164]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","14_4","","","","3","original","1",""
"html-keyboard-response","239","1050829","0.0-5.0-4.0-1.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","240","1054966","0.0-5.0-4.0-2.3-0.3","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","4130","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","7","beep chest","","","","false","","","","50","13","6","","","",""
"revaluation","241","1058984","0.0-5.0-4.0-0.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1147]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","7_4","","","","4","original","1",""
"html-keyboard-response","242","1059486","0.0-5.0-4.0-1.4","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","243","1063507","0.0-5.0-4.0-0.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[701]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","1_4","","","","5","original","1",""
"html-keyboard-response","244","1064008","0.0-5.0-4.0-1.5","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","245","1068031","0.0-5.0-4.0-0.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[560]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","18_0","","","","6","original","1",""
"html-keyboard-response","246","1068533","0.0-5.0-4.0-1.6","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","247","1072553","0.0-5.0-4.0-0.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[763]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","3_0","","","","7","original","1",""
"html-keyboard-response","248","1073055","0.0-5.0-4.0-1.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","249","1076459","0.0-5.0-4.0-2.7-0.7","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","3397","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","4","beep chest","","","","false","","","","50","8","4","","","",""
"revaluation","250","1080481","0.0-5.0-4.0-0.8","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[1162]","./assets/img/canyon/animals/lion.jpg","[""ArrowRight""]","revaluation","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","","12_2","","","","8","original","1",""
"html-keyboard-response","251","1080983","0.0-5.0-4.0-1.8","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","252","1085006","0.0-5.0-4.0-0.9","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[686]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","8_2","","","","9","original","1",""
"html-keyboard-response","253","1085507","0.0-5.0-4.0-1.9","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","254","1089526","0.0-5.0-4.0-0.10","pilot_wm_v1","61592ea07347e286bca1955f","7","null","null","false","","false","","","","","","[823]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowLeft""]","revaluation","canyon","23","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowUp,ArrowLeft","","2_1","","","","10","original","1",""
