"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","trial_num","condition","order","bonus"
"html-keyboard-response","181","878487","0.0-4.0-2.0-1.24","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","49","","",""
"revaluation","182","884491","0.0-4.0-2.0-0.25","pilot_wm_v1","null","8","null","null","false","","","false","","","","[823.3000000007451,286.5]","./assets/img/ocean/memory/24.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","50","revaluation","1",""
"html-keyboard-response","183","884992","0.0-4.0-2.0-1.25","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","51","","",""
"revaluation","184","890995","0.0-4.0-2.0-0.26","pilot_wm_v1","null","8","null","null","false","","","false","","","","[470.5,326.20000000018626]","./assets/img/ocean/memory/7.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","52","revaluation","1",""
"html-keyboard-response","185","891495","0.0-4.0-2.0-1.26","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","53","","",""
"revaluation","186","897499","0.0-4.0-2.0-0.27","pilot_wm_v1","null","8","null","null","false","","","false","","","","[479.09999999962747,429.40000000037253]","./assets/img/ocean/memory/1.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","54","revaluation","1",""
"html-keyboard-response","187","898000","0.0-4.0-2.0-1.27","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","55","","",""
"revaluation","188","904003","0.0-4.0-2.0-0.28","pilot_wm_v1","null","8","null","null","false","","","false","","","","[541.8000000007451,245.5]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","56","revaluation","1",""
"html-keyboard-response","189","904504","0.0-4.0-2.0-1.28","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","57","","",""
"revaluation","190","910508","0.0-4.0-2.0-0.29","pilot_wm_v1","null","8","null","null","false","","","false","","","","[421.90000000037253,245.20000000018626]","./assets/img/ocean/memory/16.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","58","revaluation","1",""
"html-keyboard-response","191","911009","0.0-4.0-2.0-1.29","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","59","","",""
"revaluation","192","915012","0.0-4.0-2.0-0.30","pilot_wm_v1","null","8","null","null","false","","","false","","","","[684.5999999996275]","./assets/img/ocean/catch/4.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","60","revaluation","1",""
"html-keyboard-response","193","915512","0.0-4.0-2.0-1.30","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","61","","",""
"revaluation","194","921516","0.0-4.0-2.0-0.31","pilot_wm_v1","null","8","null","null","false","","","false","","","","[613.3999999994412,228.90000000037253]","./assets/img/ocean/memory/31.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","62","revaluation","1",""
"html-keyboard-response","195","922018","0.0-4.0-2.0-1.31","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","63","","",""
"revaluation","196","928021","0.0-4.0-2.0-0.32","pilot_wm_v1","null","8","null","null","false","","","false","","","","[499.79999999981374,251.40000000037253]","./assets/img/ocean/memory/3.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","64","revaluation","1",""
"html-keyboard-response","197","928522","0.0-4.0-2.0-1.32","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","65","","",""
"revaluation","198","934526","0.0-4.0-2.0-0.33","pilot_wm_v1","null","8","null","null","false","","","false","","","","[427.6000000005588,170.29999999981374]","./assets/img/ocean/memory/41.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","66","revaluation","1",""
"html-keyboard-response","199","935027","0.0-4.0-2.0-1.33","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","67","","",""
"revaluation","200","941030","0.0-4.0-2.0-0.34","pilot_wm_v1","null","8","null","null","false","","","false","","","","[402.6000000005588,218.1000000005588]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","68","revaluation","1",""
"html-keyboard-response","201","941531","0.0-4.0-2.0-1.34","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","69","","",""
"revaluation","202","945534","0.0-4.0-2.0-0.35","pilot_wm_v1","null","8","null","null","false","","","false","","","","[554.3000000007451]","./assets/img/ocean/catch/1.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","70","revaluation","1",""
"html-keyboard-response","203","946035","0.0-4.0-2.0-1.35","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","71","","",""
"revaluation","204","952038","0.0-4.0-2.0-0.36","pilot_wm_v1","null","8","null","null","false","","","false","","","","[466.09999999962747,225.5]","./assets/img/ocean/memory/34.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","72","revaluation","1",""
"html-keyboard-response","205","952539","0.0-4.0-2.0-1.36","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","73","","",""
"revaluation","206","958542","0.0-4.0-2.0-0.37","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1442.0999999996275,409.3999999994412]","./assets/img/ocean/memory/7.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","74","revaluation","1",""
"html-keyboard-response","207","959044","0.0-4.0-2.0-1.37","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","75","","",""
"revaluation","208","963046","0.0-4.0-2.0-0.38","pilot_wm_v1","null","8","null","null","false","","","false","","","","[577.2999999998137]","./assets/img/ocean/catch/7.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","76","revaluation","1",""
"html-keyboard-response","209","963547","0.0-4.0-2.0-1.38","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","77","","",""
"revaluation","210","969551","0.0-4.0-2.0-0.39","pilot_wm_v1","null","8","null","null","false","","","false","","","","[594.1999999992549,208.5]","./assets/img/ocean/memory/21.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","78","revaluation","1",""
"html-keyboard-response","211","970052","0.0-4.0-2.0-1.39","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","79","","",""
"revaluation","212","976056","0.0-4.0-2.0-0.40","pilot_wm_v1","null","8","null","null","false","","","false","","","","[400.30000000074506,208]","./assets/img/ocean/memory/6.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","80","revaluation","1",""
"html-keyboard-response","213","976565","0.0-4.0-2.0-1.40","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","81","","",""
"revaluation","214","982568","0.0-4.0-2.0-0.41","pilot_wm_v1","null","8","null","null","false","","","false","","","","[384.20000000018626,270.90000000037253]","./assets/img/ocean/memory/14.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","82","revaluation","1",""
"html-keyboard-response","215","983070","0.0-4.0-2.0-1.41","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","83","","",""
"revaluation","216","989074","0.0-4.0-2.0-0.42","pilot_wm_v1","null","8","null","null","false","","","false","","","","[590.8000000007451,236.40000000037253]","./assets/img/ocean/memory/33.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","84","revaluation","1",""
"html-keyboard-response","217","989575","0.0-4.0-2.0-1.42","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","85","","",""
"revaluation","218","995581","0.0-4.0-2.0-0.43","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1085.4000000003725,755.4000000003725]","./assets/img/ocean/memory/24.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","86","revaluation","1",""
"html-keyboard-response","219","996082","0.0-4.0-2.0-1.43","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","87","","",""
"revaluation","220","1002085","0.0-4.0-2.0-0.44","pilot_wm_v1","null","8","null","null","false","","","false","","","","[594.0999999996275,177.79999999981374]","./assets/img/ocean/memory/14.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","88","revaluation","1",""
"html-keyboard-response","221","1002586","0.0-4.0-2.0-1.44","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","89","","",""
"revaluation","222","1008590","0.0-4.0-2.0-0.45","pilot_wm_v1","null","8","null","null","false","","","false","","","","[458.3999999994412,257.8999999994412]","./assets/img/ocean/memory/29.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","90","revaluation","1",""
"html-keyboard-response","223","1009091","0.0-4.0-2.0-1.45","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","91","","",""
"revaluation","224","1013094","0.0-4.0-2.0-0.46","pilot_wm_v1","null","8","null","null","false","","","false","","","","[633.3000000007451]","./assets/img/ocean/catch/2.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","92","revaluation","1",""
"html-keyboard-response","225","1013595","0.0-4.0-2.0-1.46","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","93","","",""
"revaluation","226","1019600","0.0-4.0-2.0-0.47","pilot_wm_v1","null","8","null","null","false","","","false","","","","[609.6000000005588,527.9000000003725]","./assets/img/ocean/memory/23.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","94","revaluation","1",""
"html-keyboard-response","227","1020101","0.0-4.0-2.0-1.47","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","95","","",""
"revaluation","228","1026105","0.0-4.0-2.0-0.48","pilot_wm_v1","null","8","null","null","false","","","false","","","","[446.90000000037253,221.6000000005588]","./assets/img/ocean/memory/34.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","96","revaluation","1",""
"html-keyboard-response","229","1026606","0.0-4.0-2.0-1.48","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","97","","",""
"revaluation","230","1032610","0.0-4.0-2.0-0.49","pilot_wm_v1","null","8","null","null","false","","","false","","","","[358.19999999925494,229]","./assets/img/ocean/memory/29.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","98","revaluation","1",""
"html-keyboard-response","231","1033111","0.0-4.0-2.0-1.49","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","99","","",""
"learning-instructions","232","1049107","0.0-4.0-3.0-0.0","pilot_wm_v1","null","8","null","null","false","","","","","","","3102.7999999998137","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","",""
"learning-instructions","233","1061328","0.0-4.0-3.0-0.1","pilot_wm_v1","null","8","null","null","false","","","","","","","614","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","",""
"revaluation","234","1065344","0.0-4.0-4.0-0.0","pilot_wm_v1","null","8","null","null","false","","","false","","","","[811.8000000007451]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","2","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp,ArrowLeft","","5_4","","","","0","revaluation","1",""
"html-keyboard-response","235","1065858","0.0-4.0-4.0-1.0","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","236","1069875","0.0-4.0-4.0-0.1","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1272.9000000003725]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","2_1","","","","1","revaluation","1",""
"html-keyboard-response","237","1070390","0.0-4.0-4.0-1.1","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","238","1074407","0.0-4.0-4.0-0.2","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1045.7000000001863]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","8","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowDown,ArrowLeft","","12_2","","","","2","revaluation","1",""
"html-keyboard-response","239","1074910","0.0-4.0-4.0-1.2","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","240","1078915","0.0-4.0-4.0-0.3","pilot_wm_v1","null","8","null","null","false","","","false","","","","[357.5]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","18_0","","","","3","revaluation","1",""
"html-keyboard-response","241","1079417","0.0-4.0-4.0-1.3","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","242","1082181","0.0-4.0-4.0-2.3-0.3","pilot_wm_v1","null","8","null","null","false","","","","","","","2764","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","","","","","false","","","","50","7","1","","","",""
"revaluation","243","1086194","0.0-4.0-4.0-0.4","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1150.7000000001863]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","6_3","","","","4","revaluation","1",""
"html-keyboard-response","244","1086695","0.0-4.0-4.0-1.4","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","245","1090723","0.0-4.0-4.0-0.5","pilot_wm_v1","null","8","null","null","false","","","false","","","","[660.1000000005588]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","8","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowDown,ArrowLeft","","14_4","","","","5","revaluation","1",""
"html-keyboard-response","246","1091224","0.0-4.0-4.0-1.5","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","247","1095238","0.0-4.0-4.0-0.6","pilot_wm_v1","null","8","null","null","false","","","false","","","","[626.6000000005588]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","13_2","","","","6","revaluation","1",""
"html-keyboard-response","248","1095740","0.0-4.0-4.0-1.6","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","249","1099743","0.0-4.0-4.0-0.7","pilot_wm_v1","null","8","null","null","false","","","false","","","","[512.0999999996275]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","16_0","","","","7","revaluation","1",""
"html-keyboard-response","250","1100244","0.0-4.0-4.0-1.7","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","251","1103595","0.0-4.0-4.0-2.7-0.7","pilot_wm_v1","null","8","null","null","false","","","","","","","3350","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","6","","","","","false","","","","50","9","3","","","",""
"revaluation","252","1107599","0.0-4.0-4.0-0.8","pilot_wm_v1","null","8","null","null","false","","","false","","","","[1088.2999999998137]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","15_0","","","","8","revaluation","1",""
"html-keyboard-response","253","1108100","0.0-4.0-4.0-1.8","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","254","1112115","0.0-4.0-4.0-0.9","pilot_wm_v1","null","8","null","null","false","","","false","","","","[439.09999999962747]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","2","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","false","ArrowUp,ArrowLeft","","9_2","","","","9","revaluation","1",""
"html-keyboard-response","255","1112616","0.0-4.0-4.0-1.9","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","256","1116619","0.0-4.0-4.0-0.10","pilot_wm_v1","null","8","null","null","false","","","false","","","","[618.7000000001863]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","1_4","","","","10","revaluation","1",""
"html-keyboard-response","257","1117121","0.0-4.0-4.0-1.10","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","258","1121124","0.0-4.0-4.0-0.11","pilot_wm_v1","null","8","null","null","false","","","false","","","","[313.90000000037253]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","11_4","","","","11","revaluation","1",""
"html-keyboard-response","259","1121625","0.0-4.0-4.0-1.11","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"html-slider-response","260","1124661","0.0-4.0-4.0-2.11-0.11","pilot_wm_v1","null","8","null","null","false","","","","","","","3035","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","8","","","","","false","","","","50","10","2","","","",""
"revaluation","261","1128665","0.0-4.0-4.0-0.12","pilot_wm_v1","null","8","null","null","false","","","false","","","","[893.7999999998137]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","7_4","","","","12","revaluation","1",""
"html-keyboard-response","262","1129166","0.0-4.0-4.0-1.12","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","263","1133169","0.0-4.0-4.0-0.13","pilot_wm_v1","null","8","null","null","false","","","false","","","","[444.29999999981374]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","27","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowDown,ArrowRight","","10_3","","","","13","revaluation","1",""
"html-keyboard-response","264","1133671","0.0-4.0-4.0-1.13","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"revaluation","265","1137674","0.0-4.0-4.0-0.14","pilot_wm_v1","null","8","null","null","false","","","false","","","","[324]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","11","{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}","true","ArrowUp,ArrowRight","","3_0","","","","14","revaluation","1",""
"html-keyboard-response","266","1138175","0.0-4.0-4.0-1.14","pilot_wm_v1","null","8","null","null","false","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
